,BikeTypeCat,AgeBandCat,IncomeBandCat,MaritalStatusCat,OccupationCat,CommuteDistanceCat,GenderCat,ChildrenAtHomeCat,CountryRegionCodeCat,HouseOwnerFlagCat,EducationCat
6765,2,3,1,0,4,3,0,1,5,1,0
6766,0,3,1,0,4,4,1,0,0,1,3
6767,2,3,0,0,0,1,1,0,5,1,3
6768,1,3,1,1,3,3,1,1,5,1,0
6769,1,3,0,0,4,0,1,0,2,1,0
6770,1,3,0,1,0,0,1,0,3,1,1
6771,2,4,1,0,3,2,1,1,4,1,3
6772,2,2,0,0,0,0,0,1,3,1,3
6773,0,5,0,0,4,4,1,0,0,1,2
6774,1,3,1,1,3,3,1,1,0,1,0
6775,0,4,2,0,3,4,0,1,4,1,3
6776,1,3,0,1,0,1,0,1,2,1,3
6777,0,5,1,0,4,3,1,1,3,0,4
6778,0,3,0,1,0,1,1,1,5,1,3
6779,0,3,1,0,3,0,1,0,5,0,1
6780,0,3,2,0,1,3,0,1,5,1,0
6781,0,5,3,1,1,0,1,1,1,0,1
6782,1,3,1,0,4,0,0,0,0,1,3
6783,1,2,1,0,4,4,0,0,0,1,3
6784,1,4,2,1,3,4,1,0,0,1,0
6785,1,4,1,1,4,0,0,0,0,0,3
6786,1,3,2,0,1,3,1,0,0,1,1
6787,2,3,1,0,3,3,1,0,5,1,1
6788,2,3,1,1,1,1,1,0,1,1,0
6789,0,3,1,0,1,0,0,1,0,1,1
6790,2,3,1,1,4,1,1,0,5,1,1
6791,1,4,1,1,3,4,1,1,5,1,3
6792,1,3,2,1,1,3,1,1,0,1,0
6793,1,4,2,1,1,0,1,0,0,1,1
6794,1,2,0,0,2,0,1,0,0,0,3
6795,1,2,1,0,3,2,0,0,0,1,0
6796,0,3,0,1,2,0,1,1,4,1,2
6797,0,3,0,1,2,0,1,1,2,0,2
6798,1,4,0,0,4,0,1,0,4,1,0
6799,1,3,0,1,2,1,1,0,2,0,2
6800,0,4,0,1,2,0,0,1,2,1,2
6801,1,5,1,1,3,3,0,0,2,0,3
6802,1,4,1,0,3,2,1,1,3,1,2
6803,0,2,0,1,0,0,1,0,4,0,3
6804,0,2,1,0,4,0,1,0,2,1,1
6805,1,3,1,0,4,3,1,1,5,1,0
6806,1,4,0,0,2,0,0,0,1,0,4
6807,0,2,0,1,4,1,1,0,5,0,2
6808,0,4,1,1,4,3,0,1,5,0,4
6809,0,3,1,1,3,3,0,0,5,1,1
6810,0,3,2,1,3,4,0,1,5,1,2
6811,0,3,2,1,1,0,1,1,5,0,0
6812,0,4,2,0,3,1,1,1,5,1,3
6813,0,5,1,0,3,1,0,1,5,1,3
6814,0,3,1,0,3,0,1,0,1,1,0
6815,1,3,1,1,1,0,0,0,0,1,1
6816,2,2,1,1,3,2,1,0,0,0,0
6817,2,5,0,1,3,1,0,0,5,0,3
6818,1,2,1,0,4,4,0,0,5,1,3
6819,1,4,1,0,3,3,1,0,5,1,0
6820,1,5,0,0,0,3,0,0,5,1,3
6821,1,2,0,0,4,4,1,0,1,1,2
6822,2,5,2,0,3,2,0,1,2,1,3
6823,1,4,1,1,4,1,0,0,0,0,2
6824,1,3,2,0,1,3,0,1,0,1,0
6825,0,3,0,0,0,0,1,0,3,1,1
6826,0,4,2,0,3,2,1,1,4,0,3
6827,0,3,0,0,4,0,0,1,2,1,0
6828,1,3,0,0,4,0,1,1,3,1,0
6829,1,3,0,1,0,1,1,1,4,1,3
6830,0,2,0,1,0,0,1,0,4,0,3
6831,1,5,0,0,3,1,0,0,5,0,3
6832,1,4,0,0,0,0,0,0,1,1,3
6833,0,2,0,1,4,4,0,0,1,1,2
6834,0,3,2,0,1,3,1,1,5,1,0
6835,1,3,1,1,3,4,1,1,0,1,0
6836,2,3,1,0,3,0,1,1,0,1,0
6837,2,4,1,0,3,2,1,1,0,1,0
6838,2,4,0,0,0,1,1,0,1,1,3
6839,2,4,0,0,0,0,1,0,5,1,3
6840,2,4,1,0,3,2,1,1,1,0,2
6841,1,3,1,0,3,3,0,0,5,1,0
6842,1,3,1,1,3,3,1,0,1,1,1
6843,1,3,0,1,0,1,0,1,2,1,0
6844,1,4,0,1,0,0,1,0,4,0,0
6845,2,5,2,0,1,4,0,1,2,0,0
6846,2,2,0,1,2,0,0,1,3,1,2
6847,1,2,1,0,3,2,0,0,0,1,0
6848,0,3,0,0,4,0,1,1,3,1,0
6849,0,3,1,1,3,0,1,0,5,0,0
6850,0,2,0,0,4,4,1,0,1,1,2
6851,2,4,0,0,0,0,0,0,2,1,1
6852,0,2,1,1,3,0,0,0,0,0,0
6853,1,5,0,0,1,0,1,0,0,0,0
6854,1,4,1,1,3,3,1,0,0,1,0
6855,1,3,1,1,3,0,0,0,0,0,0
6856,1,3,0,1,4,1,1,0,5,1,1
6857,1,5,1,1,1,3,0,0,1,0,0
6858,1,5,0,0,3,4,0,0,5,0,3
6859,1,3,1,0,4,3,0,0,5,1,3
6860,1,3,0,1,2,1,0,1,3,0,2
6861,1,4,0,0,0,0,0,0,4,1,1
6862,2,3,1,1,3,0,0,1,0,0,0
6863,0,2,0,0,0,0,0,1,3,0,3
6864,1,3,0,0,4,1,1,1,3,1,0
6865,1,4,1,1,3,0,1,0,5,0,3
6866,0,3,1,1,4,1,1,0,5,1,1
6867,0,4,1,0,4,1,1,0,5,1,1
6868,0,4,1,0,3,2,0,1,5,1,3
6869,1,2,1,0,1,0,0,0,0,1,1
6870,1,4,0,1,4,4,0,0,0,1,2
6871,1,4,1,0,4,4,0,0,0,1,3
6872,1,3,1,1,3,3,0,0,0,1,0
6873,1,5,1,1,1,0,0,0,0,0,1
6874,0,3,1,0,3,2,1,0,0,0,0
6875,0,2,2,0,1,0,0,0,0,0,1
6876,2,4,1,0,4,4,0,0,5,1,4
6877,2,5,1,1,1,1,1,1,5,0,0
6878,1,4,1,0,3,0,1,0,5,1,1
6879,1,3,1,1,3,0,0,0,1,0,3
6880,1,3,1,0,4,1,1,1,5,1,1
6881,1,2,0,1,0,0,1,1,2,1,3
6882,1,3,0,1,2,0,1,1,2,1,2
6883,1,3,0,0,4,0,0,0,4,1,0
6884,2,5,2,1,1,0,1,1,4,0,2
6885,2,3,0,0,0,0,1,0,3,1,1
6886,1,2,0,0,2,3,0,1,0,1,2
6887,0,4,2,0,3,4,0,1,2,1,2
6888,0,5,3,1,1,0,1,1,4,0,2
6889,0,4,3,0,1,3,1,0,5,0,1
6890,0,5,1,1,3,2,0,1,5,1,2
6891,1,4,1,1,3,3,1,0,0,1,0
6892,1,3,1,1,3,0,0,0,0,0,0
6893,1,3,2,1,1,3,1,0,0,1,1
6894,0,3,1,0,1,0,0,1,0,1,1
6895,0,3,1,1,3,0,0,0,0,0,0
6896,0,3,2,0,1,0,1,0,0,1,1
6897,1,3,0,1,0,1,1,0,5,0,3
6898,1,4,1,0,3,1,0,0,5,0,2
6899,1,3,0,1,2,0,1,1,4,1,4
6900,1,2,0,0,4,0,1,1,2,1,0
6901,1,4,2,0,3,4,1,1,3,1,3
6902,1,3,0,0,4,3,0,1,2,1,0
6903,1,3,0,0,4,0,0,0,3,1,0
6904,1,3,0,1,0,1,1,1,2,1,0
6905,2,5,3,1,1,0,1,1,4,0,2
6906,2,2,0,0,0,0,0,0,2,1,1
6907,0,3,0,1,0,0,0,1,3,1,3
6908,0,3,0,0,4,0,1,1,3,1,0
6909,1,3,0,0,4,0,1,0,4,1,0
6910,0,2,1,0,3,4,1,0,5,1,3
6911,0,3,0,1,3,0,0,0,5,0,0
6912,0,2,1,0,4,4,0,0,5,1,3
6913,1,4,1,1,3,4,0,0,0,1,0
6914,1,4,1,1,3,4,1,0,0,0,0
6915,2,2,2,1,1,2,0,1,0,1,2
6916,2,3,1,1,4,3,0,1,5,1,0
6917,0,4,2,1,1,0,1,1,0,0,1
6918,0,4,1,1,4,4,0,0,0,1,3
6919,2,4,0,0,0,1,0,0,1,1,3
6920,1,3,1,0,4,0,0,1,5,1,1
6921,1,5,0,0,0,0,0,0,4,1,0
6922,1,4,1,0,3,4,1,0,0,1,0
6923,1,3,1,1,3,3,0,1,0,1,0
6924,0,5,3,0,1,0,1,1,4,1,0
6925,1,3,0,1,0,1,0,1,2,1,3
6926,0,2,0,1,0,0,0,1,2,1,3
6927,1,4,1,0,1,0,0,1,1,0,0
6928,1,2,1,0,4,1,1,0,5,0,3
6929,0,3,1,0,3,3,1,1,1,1,0
6930,1,2,2,1,1,0,0,0,5,0,1
6931,1,3,3,0,1,4,1,0,5,1,1
6932,0,4,1,0,4,0,1,0,5,1,1
6933,2,3,0,0,2,1,1,0,4,0,2
6934,2,4,3,1,1,0,0,1,4,0,0
6935,1,3,1,0,4,2,0,1,0,1,3
6936,1,3,2,0,1,0,1,0,0,1,1
6937,2,3,1,0,4,1,0,1,5,1,1
6938,1,3,0,0,4,0,0,0,4,1,0
6939,1,4,2,1,3,0,0,1,2,0,3
6940,1,2,1,1,3,4,1,0,0,0,0
6941,1,3,1,1,4,0,1,0,2,1,1
6942,1,4,0,0,0,0,1,0,2,1,1
6943,0,5,1,1,4,2,1,1,5,1,4
6944,0,5,1,1,1,4,0,1,5,1,0
6945,1,3,1,0,4,0,1,0,1,1,3
6946,0,3,1,0,4,1,1,0,5,1,1
6947,0,3,2,1,3,4,1,1,5,1,3
6948,0,5,1,0,1,2,0,0,5,1,0
6949,2,2,0,0,2,0,0,0,4,1,1
6950,2,2,0,0,0,0,1,0,3,1,1
6951,1,2,1,1,4,0,0,0,0,0,3
6952,2,2,1,0,3,2,0,0,0,1,0
6953,1,3,1,0,3,1,1,0,0,1,0
6954,0,3,1,0,1,0,0,1,0,0,1
6955,1,4,0,1,2,1,0,0,1,1,4
6956,1,2,0,1,2,3,0,0,4,1,3
6957,1,4,0,1,2,1,0,1,4,1,3
6958,1,4,1,1,3,4,1,0,0,0,2
6959,1,2,1,1,3,2,0,0,0,1,0
6960,1,2,0,1,2,1,0,1,0,0,2
6961,0,4,2,0,3,2,0,1,2,1,3
6962,0,3,0,0,2,0,0,0,4,0,4
6963,1,4,0,0,3,4,1,0,5,0,3
6964,0,2,0,1,4,1,0,0,5,0,3
6965,0,4,1,1,3,3,0,1,5,1,3
6966,2,4,0,1,0,0,1,0,3,1,1
6967,1,4,1,1,3,4,0,0,0,1,0
6968,2,2,2,1,1,2,1,1,0,0,2
6969,1,3,1,1,3,1,0,1,0,1,0
6970,0,3,1,0,4,0,1,0,0,1,3
6971,0,4,1,1,4,1,1,0,0,0,2
6972,0,2,2,1,1,3,0,0,0,1,1
6973,0,3,2,1,1,3,1,0,0,1,1
6974,2,2,0,1,4,1,1,0,5,0,2
6975,2,5,1,1,1,2,0,1,5,1,0
6976,1,3,1,0,4,1,1,0,5,1,1
6977,1,2,1,0,4,4,1,0,5,1,3
6978,1,3,0,0,0,0,0,0,2,1,3
6979,1,3,0,1,2,1,1,0,4,0,2
6980,1,4,1,1,3,0,0,0,0,0,0
6981,0,2,0,0,0,0,0,0,4,1,0
6982,0,2,0,1,4,0,0,0,5,0,2
6983,0,5,1,0,3,3,1,1,1,1,2
6984,1,4,2,0,1,3,0,1,5,1,0
6985,0,3,1,0,3,0,0,0,5,0,3
6986,0,5,0,1,0,1,1,0,0,0,3
6987,0,4,1,1,3,4,0,0,0,1,2
6988,0,3,1,0,1,0,0,1,0,1,1
6989,2,4,1,0,3,1,0,1,5,1,3
6990,1,3,0,0,4,1,1,0,5,1,1
6991,1,3,0,1,2,3,0,0,4,0,2
6992,2,5,0,0,0,4,1,1,0,1,4
6993,1,3,1,1,3,0,1,1,0,0,0
6994,2,4,1,0,4,0,1,0,0,1,3
6995,0,3,0,1,0,0,1,0,4,1,1
6996,0,5,1,0,3,3,1,1,3,0,2
6997,1,3,0,1,0,0,1,1,3,0,3
6998,0,3,0,1,0,1,0,1,3,1,3
6999,0,2,0,1,4,1,0,0,5,0,2
7000,1,4,1,1,3,0,1,1,0,0,0
7001,0,3,1,1,1,0,0,1,0,1,1
7002,0,3,1,0,1,0,1,0,0,1,1
7003,1,2,0,1,4,1,1,0,5,0,3
7004,2,2,0,1,0,3,1,0,3,0,3
7005,1,4,1,1,3,4,0,0,0,1,2
7006,0,3,0,0,0,0,0,0,3,1,0
7007,1,4,2,1,3,4,1,1,2,0,3
7008,1,3,2,0,3,3,0,1,5,1,3
7009,0,4,1,1,3,4,1,1,1,1,2
7010,2,2,0,1,0,0,1,0,4,1,0
7011,1,3,1,1,3,0,1,1,0,0,0
7012,1,2,0,0,0,0,1,0,0,1,0
7013,2,2,1,1,3,2,0,0,0,0,0
7014,1,5,0,0,1,0,0,0,0,1,0
7015,1,4,1,1,4,4,0,0,0,1,3
7016,0,5,0,0,1,0,0,0,0,1,0
7017,0,3,2,0,1,3,1,0,0,1,1
7018,1,4,1,1,3,3,1,1,5,1,0
7019,1,5,1,0,1,1,1,1,5,1,0
7020,1,4,1,1,4,4,1,0,5,1,4
7021,2,5,0,1,2,0,0,0,2,1,3
7022,1,5,0,0,1,0,0,0,0,1,0
7023,0,4,1,0,3,2,1,1,4,1,3
7024,0,3,0,1,0,0,0,1,3,0,0
7025,1,2,0,0,0,0,1,0,0,1,0
7026,2,3,1,0,1,0,0,0,0,1,1
7027,2,3,1,1,4,0,0,1,5,0,0
7028,0,2,1,0,3,2,0,0,0,1,0
7029,2,3,0,0,4,3,0,1,5,1,0
7030,2,2,1,1,3,0,1,0,5,0,1
7031,1,3,1,1,3,3,1,0,5,1,1
7032,1,3,0,1,2,3,1,0,2,0,2
7033,1,2,0,1,0,0,1,1,2,1,3
7034,1,3,0,1,2,3,0,0,4,0,2
7035,1,3,0,1,0,0,1,1,3,1,3
7036,2,2,0,0,0,1,1,1,2,1,3
7037,2,4,2,0,3,4,1,1,2,1,4
7038,0,5,2,0,3,4,1,1,4,1,3
7039,1,4,0,1,0,0,1,0,2,1,1
7040,1,5,1,0,3,3,1,1,3,1,3
7041,0,5,2,0,1,2,0,1,2,1,0
7042,0,2,0,1,0,0,1,0,4,1,1
7043,0,4,0,0,0,0,0,0,4,1,1
7044,1,4,2,0,1,3,0,1,5,1,0
7045,1,3,1,1,4,0,0,1,5,0,0
7046,0,2,1,1,4,1,0,0,5,0,3
7047,0,5,1,1,1,2,0,0,1,1,0
7048,0,3,0,1,4,1,0,0,5,1,1
7049,0,5,2,0,1,3,0,1,5,1,0
7050,2,2,0,1,2,1,0,0,4,1,4
7051,1,2,1,0,3,2,0,0,0,1,0
7052,1,2,2,1,1,2,0,1,0,1,2
7053,0,2,1,1,3,2,0,0,0,1,0
7054,0,2,2,1,3,2,0,1,0,1,4
7055,0,2,1,1,3,2,0,0,0,1,0
7056,0,2,1,1,3,4,0,0,0,1,0
7057,1,4,3,1,1,0,1,1,5,0,0
7058,1,3,1,0,3,2,0,0,0,1,0
7059,1,2,0,1,2,3,0,1,0,0,2
7060,0,3,0,0,4,0,0,1,4,1,0
7061,0,3,0,0,2,0,1,0,2,1,1
7062,0,2,0,1,4,1,0,0,5,0,3
7063,0,5,1,0,1,2,0,1,5,1,0
7064,2,4,0,0,2,1,0,1,2,1,3
7065,2,4,0,1,0,0,0,0,4,1,1
7066,1,2,0,0,2,0,1,0,0,1,3
7067,1,2,0,0,2,0,0,0,0,0,3
7068,1,2,0,0,2,0,0,0,0,0,2
7069,2,3,1,1,4,1,0,0,0,0,3
7070,2,4,1,0,4,4,1,0,0,1,3
7071,0,2,1,1,3,2,0,0,0,1,0
7072,1,4,1,0,3,3,1,1,5,1,0
7073,1,2,1,0,4,1,0,1,5,1,1
7074,1,3,0,1,3,3,0,0,5,0,0
7075,2,5,0,0,2,0,1,0,2,0,3
7076,2,4,3,0,3,2,0,1,4,1,3
7077,0,5,2,0,1,3,1,1,2,0,0
7078,0,3,0,0,4,0,1,1,3,1,0
7079,0,3,0,1,0,0,1,1,2,1,3
7080,0,2,1,0,3,4,0,0,5,1,3
7081,0,2,1,0,1,0,0,0,0,1,1
7082,1,5,0,0,1,4,0,0,0,1,0
7083,1,2,0,0,0,0,0,0,0,0,0
7084,1,3,1,0,3,1,1,1,0,1,0
7085,1,3,1,1,3,4,1,0,0,1,0
7086,0,5,1,0,1,1,1,0,0,1,1
7087,2,3,0,0,4,3,0,1,5,1,0
7088,2,3,1,1,3,3,1,0,5,1,1
7089,2,3,1,0,3,3,0,0,5,1,1
7090,2,3,2,1,1,0,0,0,5,1,1
7091,1,2,1,1,4,3,0,1,5,1,0
7092,1,2,0,1,0,0,0,1,4,0,3
7093,1,3,0,1,0,1,0,0,4,1,0
7094,1,3,0,0,0,0,0,0,3,1,1
7095,1,2,0,1,2,0,1,0,4,0,4
7096,2,4,3,0,1,2,0,1,4,1,0
7097,2,2,0,1,0,3,0,0,3,0,3
7098,0,3,0,0,0,0,1,0,3,1,1
7099,0,2,0,0,0,0,0,0,4,1,1
7100,0,3,0,0,4,0,1,1,3,1,0
7101,1,3,1,0,3,3,1,0,1,1,0
7102,0,3,1,0,3,0,1,0,5,1,1
7103,1,3,1,0,4,3,0,1,5,1,0
7104,0,3,1,0,3,3,0,0,5,1,1
7105,0,3,1,1,3,3,0,0,5,1,1
7106,0,4,1,0,3,3,0,0,1,0,3
7107,0,3,1,1,4,3,0,1,5,1,0
7108,0,2,0,0,4,1,1,0,5,1,3
7109,0,4,1,1,3,3,1,0,1,1,3
7110,2,3,0,0,0,1,0,0,4,1,0
7111,2,3,0,0,4,0,0,1,4,1,0
7112,1,2,1,1,3,4,0,0,0,0,0
7113,2,3,1,1,3,4,1,0,0,1,0
7114,1,3,1,1,3,2,1,0,0,0,0
7115,1,2,1,0,3,3,0,1,0,1,0
7116,0,4,2,0,1,0,0,1,0,1,1
7117,2,3,1,1,3,0,0,0,5,0,1
7118,2,3,1,1,3,3,0,0,5,1,1
7119,1,5,1,0,1,2,0,0,5,1,1
7120,1,3,0,0,4,0,1,0,2,1,0
7121,1,3,0,0,0,1,0,0,4,1,0
7122,0,3,2,1,3,4,0,1,3,1,3
7123,0,3,0,1,0,0,1,0,3,1,0
7124,1,3,0,0,0,1,0,0,5,1,3
7125,0,4,0,0,0,4,0,0,5,1,3
7126,0,4,1,0,3,0,1,0,5,1,1
7127,0,3,1,0,3,0,0,0,5,1,1
7128,2,2,0,1,2,0,1,1,4,1,2
7129,0,4,1,0,3,0,0,0,0,1,0
7130,1,3,1,1,3,0,0,1,0,0,0
7131,0,2,2,0,1,2,1,1,0,0,3
7132,0,3,1,1,3,2,1,0,0,0,0
7133,0,2,1,0,3,2,0,0,0,0,0
7134,0,4,1,0,4,4,1,0,0,1,3
7135,0,4,1,1,4,4,0,0,0,1,3
7136,2,4,0,1,0,1,1,0,5,1,3
7137,2,4,0,0,0,1,0,0,5,1,2
7138,2,2,1,1,4,0,1,0,5,0,3
7139,2,5,1,0,3,2,0,1,5,1,3
7140,1,5,1,1,3,3,0,1,5,0,3
7141,1,3,1,1,4,4,0,1,1,0,0
7142,1,5,1,0,3,3,0,1,5,1,3
7143,1,3,1,0,3,0,0,0,5,1,1
7144,1,3,0,1,4,2,0,1,5,1,2
7145,2,3,0,1,0,0,1,0,4,0,3
7146,2,3,2,0,3,2,0,1,3,1,2
7147,0,2,0,1,0,3,0,0,2,0,3
7148,1,3,0,1,2,1,1,0,3,0,4
7149,0,2,1,1,4,1,0,0,5,0,3
7150,0,5,1,1,1,1,0,0,5,0,0
7151,0,2,1,0,4,4,1,0,5,1,3
7152,2,2,0,0,4,1,1,1,4,1,0
7153,2,3,0,1,2,3,1,0,4,0,2
7154,2,4,2,1,3,0,0,1,4,0,3
7155,1,2,0,0,0,0,0,0,0,1,0
7156,1,2,0,0,0,0,1,0,0,1,0
7157,2,2,1,0,4,3,0,1,5,1,0
7158,1,5,1,1,1,2,0,0,1,1,1
7159,1,2,1,1,1,0,0,0,5,0,0
7160,1,2,0,1,4,1,1,0,5,0,2
7161,1,2,0,1,4,1,0,0,5,0,2
7162,1,4,0,1,0,0,0,0,2,1,1
7163,1,3,0,1,2,3,1,0,4,1,2
7164,2,3,0,0,0,0,1,0,2,1,1
7165,1,2,0,0,2,3,0,1,0,1,2
7166,1,3,2,0,1,2,0,1,0,1,2
7167,1,2,0,0,0,0,0,0,0,1,0
7168,0,4,2,0,3,0,1,1,2,1,3
7169,0,2,0,0,0,0,0,0,3,1,1
7170,2,4,1,1,3,4,1,0,0,1,0
7171,1,4,0,0,4,0,0,0,3,1,0
7172,0,2,0,0,4,4,1,0,5,1,2
7173,0,3,1,0,3,0,0,0,5,1,1
7174,0,2,0,1,4,1,0,0,5,0,2
7175,0,2,1,0,4,4,1,0,5,1,3
7176,0,2,0,1,4,4,0,0,5,1,2
7177,0,5,1,1,1,1,0,0,5,1,0
7178,0,4,1,1,4,1,0,0,5,1,1
7179,0,4,1,1,3,3,1,0,0,1,0
7180,0,3,1,0,3,0,0,0,0,1,0
7181,1,2,0,0,0,0,0,0,0,1,0
7182,2,3,1,0,3,0,0,0,0,0,0
7183,1,2,1,0,1,0,1,1,0,1,1
7184,1,2,1,1,3,2,0,0,0,0,0
7185,0,5,0,1,1,4,1,0,0,1,0
7186,2,3,1,1,3,3,0,0,5,1,1
7187,2,3,1,0,4,0,1,0,5,1,3
7188,1,3,1,1,4,0,0,0,5,0,3
7189,1,2,0,1,0,1,1,1,1,1,3
7190,1,3,1,0,3,0,1,0,5,1,1
7191,1,3,0,1,2,3,1,0,4,0,2
7192,1,2,0,0,4,1,1,1,4,1,0
7193,1,3,0,1,2,0,1,1,4,0,3
7194,2,5,2,1,1,2,0,1,3,1,0
7195,2,4,1,1,4,4,0,0,0,1,2
7196,0,2,0,1,0,0,1,0,4,1,1
7197,2,3,1,1,3,0,0,0,0,0,0
7198,1,2,0,1,0,1,1,1,2,1,3
7199,1,5,0,0,0,0,1,0,4,1,1
7200,0,3,0,1,2,0,1,1,3,1,3
7201,0,3,0,1,0,0,1,0,4,1,1
7202,0,4,1,1,4,0,1,0,5,0,1
7203,0,3,1,0,4,0,0,0,5,1,1
7204,2,2,0,0,4,0,0,1,4,1,0
7205,2,3,1,1,3,0,0,1,0,0,0
7206,0,2,1,0,3,2,0,0,0,1,0
7207,0,4,1,0,4,0,0,0,0,1,3
7208,2,2,1,0,4,0,0,0,5,0,3
7209,2,3,1,0,3,0,1,0,5,0,1
7210,2,5,1,0,1,4,1,0,1,1,0
7211,2,4,0,0,0,0,0,0,2,1,1
7212,2,2,0,1,2,1,0,0,4,1,4
7213,2,5,2,0,1,4,0,1,2,1,0
7214,1,2,0,0,2,3,0,1,0,1,2
7215,0,3,0,1,0,0,0,1,3,1,3
7216,0,4,0,0,0,0,1,0,4,1,1
7217,0,2,0,0,2,0,1,0,4,0,1
7218,1,2,3,1,1,0,0,1,5,0,0
7219,0,2,0,1,4,4,1,0,1,1,2
7220,0,3,1,1,4,0,0,1,5,0,0
7221,0,4,1,1,3,3,0,0,5,1,3
7222,1,3,0,1,0,4,1,0,0,0,4
7223,0,2,1,1,3,2,1,0,0,0,0
7224,2,3,1,0,4,3,0,1,5,1,0
7225,0,2,1,1,3,4,1,0,0,0,0
7226,1,4,2,0,1,0,1,1,5,1,0
7227,1,3,1,1,4,3,0,1,5,1,0
7228,1,2,0,1,0,0,1,0,4,0,3
7229,1,4,3,1,1,0,0,1,4,0,0
7230,1,2,0,1,2,3,0,1,0,0,2
7231,0,4,0,0,0,0,1,0,4,1,1
7232,0,3,0,1,0,0,1,1,3,1,3
7233,0,3,0,0,0,0,1,0,2,1,1
7234,2,4,1,0,4,4,0,0,0,1,3
7235,1,4,1,1,3,2,0,1,2,1,3
7236,0,5,0,0,0,0,0,0,4,1,0
7237,1,2,1,1,4,1,1,0,5,0,3
7238,0,3,1,0,3,3,1,0,1,1,1
7239,1,3,1,1,4,3,0,1,5,1,0
7240,0,3,1,1,1,1,0,0,5,0,0
7241,0,2,0,1,4,4,0,0,1,0,2
7242,2,3,0,0,0,0,1,0,2,1,0
7243,2,3,1,0,3,3,1,0,0,1,0
7244,1,3,2,1,1,2,0,1,0,1,2
7245,0,3,1,1,3,0,0,0,0,0,0
7246,0,3,1,1,3,4,0,0,0,1,0
7247,2,3,1,0,3,3,0,0,5,1,1
7248,2,3,1,1,3,3,0,0,5,1,1
7249,1,4,1,0,4,3,0,0,5,1,3
7250,1,5,1,0,1,1,0,0,1,1,0
7251,1,3,2,0,1,1,0,0,5,1,0
7252,0,4,0,0,0,0,0,0,4,1,1
7253,0,4,2,1,3,0,0,1,2,0,3
7254,0,2,0,1,0,0,1,0,4,0,3
7255,1,3,0,1,0,0,1,1,2,0,0
7256,1,3,0,1,0,0,1,0,2,0,0
7257,1,5,1,0,1,4,1,1,3,1,2
7258,0,5,1,0,3,2,1,1,1,1,3
7259,0,2,1,1,3,0,1,0,5,1,1
7260,1,3,1,0,3,0,0,1,0,1,0
7261,1,3,1,0,3,3,1,0,0,1,0
7262,0,2,1,1,4,4,0,0,0,1,3
7263,2,2,0,1,4,1,1,0,1,0,2
7264,2,3,0,0,4,3,1,1,5,1,0
7265,1,5,1,1,1,2,0,0,5,1,1
7266,1,5,0,0,2,0,0,0,2,1,3
7267,1,3,0,1,0,0,1,0,3,1,0
7268,1,3,0,0,4,0,0,1,2,1,0
7269,1,3,0,1,0,0,1,0,2,0,3
7270,1,2,0,1,2,1,0,0,4,1,4
7271,2,5,0,1,1,4,0,0,0,1,0
7272,1,3,2,0,1,2,1,1,0,1,2
7273,0,5,1,1,3,3,0,0,2,0,3
7274,1,3,0,1,0,1,1,1,4,1,3
7275,1,3,0,1,3,0,1,0,2,0,0
7276,1,3,1,1,4,3,0,1,5,1,0
7277,1,3,1,0,4,1,1,0,1,1,1
7278,1,2,1,0,4,3,1,1,5,1,0
7279,0,5,1,1,1,2,1,0,5,1,0
7280,0,2,0,0,4,4,0,0,5,1,2
7281,0,2,0,1,4,1,1,0,5,0,3
7282,0,5,1,1,1,2,0,0,5,1,0
7283,0,5,1,1,1,4,1,0,5,1,0
7284,1,3,1,0,3,3,1,1,0,1,0
7285,1,2,0,0,2,3,0,1,0,1,2
7286,1,2,1,1,3,4,1,0,0,0,0
7287,2,3,1,1,3,0,0,0,5,0,1
7288,0,2,1,1,3,2,1,0,0,0,0
7289,1,2,1,1,1,0,1,0,5,0,0
7290,2,5,0,1,0,0,1,0,4,0,1
7291,2,3,0,0,0,1,1,1,2,1,3
7292,1,3,1,1,4,3,0,1,5,1,0
7293,1,2,1,1,4,3,1,1,5,1,0
7294,1,3,2,1,1,4,0,1,5,1,0
7295,0,2,1,1,4,1,1,0,5,0,3
7296,0,2,0,0,4,4,0,0,5,1,2
7297,0,2,1,0,3,0,0,0,5,1,1
7298,2,5,0,0,2,0,1,0,2,1,3
7299,2,3,0,0,0,0,1,0,2,1,1
7300,1,2,0,1,0,0,1,0,0,1,0
7301,2,3,2,1,1,2,1,1,0,0,2
7302,1,4,1,1,3,0,0,0,0,0,0
7303,1,4,1,1,3,0,1,0,0,0,0
7304,0,2,1,0,3,2,1,0,0,1,0
7305,0,2,1,1,3,2,0,0,0,0,0
7306,2,4,1,1,3,1,0,0,1,0,2
7307,2,3,1,1,4,3,0,1,5,1,0
7308,2,3,1,1,3,0,1,0,5,0,1
7309,2,3,1,0,3,0,0,0,5,0,1
7310,1,4,1,0,3,2,0,1,5,1,2
7311,1,4,1,1,3,0,0,0,1,0,1
7312,1,3,2,1,1,3,1,1,5,1,0
7313,1,4,1,1,3,0,1,1,1,0,1
7314,1,3,0,1,0,0,0,1,3,1,3
7315,2,3,0,1,0,0,1,0,4,0,0
7316,1,3,2,1,1,2,0,1,0,0,2
7317,0,2,0,0,4,1,1,1,4,1,0
7318,0,5,3,0,3,2,0,1,4,1,3
7319,2,4,1,1,3,3,1,0,0,1,0
